,Apple Inc.,Redfin Corp,"Amazon.com, Inc.",Netflix Inc,,,,,,,,
,1.135314616,1.198617512,1.125097454,,,,,,,,,
,1.128936814,1.193548387,1.121401415,,,,,,,,,
,1.132684595,1.209677419,1.12048703,,,,,,,,,
,1.132355842,1.220276498,1.130237259,,,,,,,,,
,1.143862187,1.255760369,1.134934309,,,,,,,,,
,1.15997107,1.244239631,1.145945426,,,,,,,,,
,1.147609968,1.258986175,1.142865393,,,,,,,,,
,1.146360707,1.285714286,1.133471293,,,,,,,,,
,1.150700243,1.358986175,1.130718514,,,,,,,,,
,1.150700243,1.443317972,1.124558448,,,,,,,,,
,1.121507002,1.431797235,1.132643534,,,,,,,,,
,1.121704254,1.299539171,1.137937341,,,,,,,,,
,1.12486028,1.259907834,1.14163338,,,,,,,,,
,1.11269643,1.299539171,1.125626835,,,,,,,,,
,1.132618844,1.275576037,1.144434285,,,,,,,,,
,1.132421592,1.241013825,1.159054815,,,,,,,,,
,1.137681636,1.258986175,1.164242745,,,,,,,,,
,1.150634493,1.241013825,1.18305982,,,,,,,,,
,1.146360707,1.225345622,1.200125126,,,,,,,,,
,1.146229206,1.202764977,1.205736561,,,,,,,,,
,1.145966204,1.205990783,1.207305453,,,,,,,,,
,1.152475508,1.241935484,1.228817556,,,,,,,,,
,1.164376356,1.201843318,1.256268348,,,,,,,,,
,1.158458807,1.104147465,1.255941094,,,,,,,,,
,1.177592215,1.067741935,1.246450744,,,,,,,,,
,1.178644224,1.019354839,1.244833726,,,,,,,,,
,1.17338418,1.028110599,1.246046489,,,,,,,,,
,1.163784601,1.060368664,1.277549449,,,,,,,,,
,1.164047603,0.9811059908,1.311458684,,,,,,,,,
,1.14550595,0.9414746544,1.306617258,,,,,,,,,
,1.125057532,0.935483871,1.326290967,,,,,,,,,
,1.127687553,0.9078341014,1.349487463,,,,,,,,,
,1.104346111,0.9105990783,1.364531498,,,,,,,,,
,1.097836807,0.9059907834,1.383916454,,,,,,,,,
,1.100861332,1.015207373,1.396496463,,,,,,,,,
,1.103162601,1.059907834,1.337889215,,,,,,,,,
,1.055296206,1.015668203,1.376341499,,,,,,,,,
,1.028930239,1.017511521,1.337889215,,,,,,,,,
,1.071931093,1.044700461,1.388748255,,,,,,,,,
,1.048984154,1.013824885,1.363665239,,,,,,,,,
,1.020119666,1.041013825,1.299870061,,,,,,,,,
,1.028404234,1.047465438,1.2893787,,,,,,,,,
,1.069827076,1.057603687,1.334260552,,,,,,,,,
,1.080544414,1.00921659,1.361480341,,,,,,,,,
,1.100466829,0.9815668203,1.396650464,,,,,,,,,
,1.137418634,0.9940092166,1.406958949,,,,,,,,,
,1.133736603,0.9658986175,1.39437894,,,,,,,,,
,1.129923072,0.9502304147,1.413301891,,,,,,,,,
,1.12479453,0.9493087558,1.427325665,,,,,,,,,
,1.134196857,0.9488479263,1.42965494,,,,,,,,,
,1.15392202,0.9483870968,1.44376534,,,,,,,,,
,1.176737458,0.9875576037,1.464892439,,,,,,,,,
,1.172923927,1.00921659,1.455296213,,,,,,,,,
,1.171148662,1.059907834,1.455748592,,,,,,,,,
,1.150634493,1.060368664,1.437460898,,,,,,,,,
,1.158590308,1.090322581,1.444005968,,,,,,,,,
,1.162601091,1.058986175,1.466490206,,,,,,,,,
,1.161614833,1.047926267,1.479994225,,,,,,,,,
,1.150831744,1.048847926,1.4870783,,,,,,,,,
,1.163390098,1.025345622,1.49368112,,,,,,,,,
,1.183378263,0.9852534562,1.519697772,,,,,,,,,
,1.194818857,0.9838709677,1.538466721,,,,,,,,,
,1.183312512,0.9944700461,1.528639492,,,,,,,,,
,1.173252679,0.9714285714,1.531353771,,,,,,,,,
,1.174633441,0.9806451613,1.522999182,,,,,,,,,
,1.170491157,0.9861751152,1.512758073,,,,,,,,,
,1.152607009,1.01843318,1.487010924,,,,,,,,,
,1.152212506,1.04516129,1.5270321,,,,,,,,,
,1.12610954,1.029032258,1.522556427,,,,,,,,,
,1.110197909,1.029953917,1.487001299,,,,,,,,,
,1.084489447,1.052073733,1.439491795,,,,,,,,,
,1.135972122,1.048847926,1.497531161,,,,,,,,,
,1.106844631,1.059907834,1.440925935,,,,,,,,,
,1.094615031,1.064976959,1.377756389,,,,,,,,,
,1.103162601,1.019815668,1.393079551,,,,,,,,,
,1.095930041,1.015207373,1.320554406,,,,,,,,,
,1.107173384,1.032258065,1.339862361,,,,,,,,,
,1.128345059,1.04516129,1.35768805,,,,,,,,,
,1.136169373,1.051152074,1.397324222,,,,,,,,,
,1.107107634,1.047004608,1.352548246,,,,,,,,,
,1.118087974,1.051152074,1.35336638,,,,,,,,,
,1.139128148,1.068663594,1.382376438,,,,,,,,,
,1.133802354,1.073732719,1.373550219,,,,,,,,,
,1.144979946,1.105529954,1.394196063,,,,,,,,,
,1.148859228,1.100460829,1.377150007,,,,,,,,,
,1.156026037,1.046543779,1.387458492,,,,,,,,,
,1.171937668,1.035483871,1.447451754,,,,,,,,,
,1.169307647,1.023963134,1.470561625,,,,,,,,,
,1.136169373,1.000460829,1.498541797,,,,,,,,,
,1.089617989,0.999078341,1.470224746,,,,,,,,,
,1.086461963,0.999078341,1.460955773,,,,,,,,,
,1.071339339,0.9861751152,1.405351557,,,,,,,,,
,1.076007627,0.997235023,1.405428558,,,,,,,,,
,1.079755408,1.014285714,1.461052024,,,,,,,,,
,1.067262805,1.006451613,1.513662833,,,,,,,,,
,1.086593464,1.013824885,1.507416141,,,,,,,,,
,1.111841673,1.039631336,1.522941431,,,,,,,,,
,1.160957328,1.050230415,1.510833053,,,,,,,,,
,1.163061345,1.06359447,1.513143077,,,,,,,,,
,1.208692222,1.058986175,1.521680543,,,,,,,,,
,1.217437044,1.057142857,1.540151114,,,,,,,,,
,1.223288842,1.014285714,1.53269166,,,,,,,,,
,1.231902163,0.9889400922,1.547716444,,,,,,,,,
,1.249523309,1.011059908,1.548755956,,,,,,,,,
,1.23998948,1.014746544,1.542817267,,,,,,,,,
,1.237096456,1.014746544,1.541498628,,,,,,,,,
,1.225853113,1.013824885,1.517031618,,,,,,,,,
,1.237293708,1.020737327,1.527773233,,,,,,,,,
,1.229469393,1.023502304,1.522460176,,,,,,,,,
,1.224998356,1.015207373,1.515347226,,,,,,,,,
,1.233677428,1.001382488,1.526021464,,,,,,,,,
,1.230587152,1.012442396,1.522113672,,,,,,,,,
,1.238477217,1.04562212,1.541806632,,,,,,,,,
,1.237096456,1.01843318,1.542971269,,,,,,,,,
,1.239923729,0.9963133641,1.549785841,,,,,,,,,
,1.235452692,1.018894009,1.552403869,,,,,,,,,
,1.232822671,1.051152074,1.563973242,,,,,,,,,
,1.228680387,1.058525346,1.568525916,,,,,,,,,
,1.250838319,1.053917051,1.579999037,,,,,,,,,
,1.261292656,1.061290323,1.602839405,,,,,,,,,
,1.271023736,1.078341014,1.632754223,,,,,,,,,
,1.275429022,1.093087558,1.632176717,,,,,,,,,
,1.272009994,1.101382488,1.625968526,,,,,,,,,
,1.260437899,1.135483871,1.620857597,,,,,,,,,
,1.257347623,1.107373272,1.625795274,,,,,,,,,
,1.26425143,1.024884793,1.635064248,,,,,,,,,
,1.253862844,1.022119816,1.640945185,,,,,,,,,
,1.25452035,1.024884793,1.659232879,,,,,,,,,
,1.241633243,0.9792626728,1.651638674,,,,,,,,,
,1.240975738,0.9953917051,1.659165504,,,,,,,,,
,1.220921823,1.036866359,1.669743491,,,,,,,,,
,1.226247617,1.042396313,1.684469897,,,,,,,,,
,1.21940956,1.037327189,1.665354444,,,,,,,,,
,1.215859031,1.060829493,1.651349921,,,,,,,,,
,1.197777632,1.0640553,1.600798883,,,,,,,,,
,1.212637254,1.066359447,1.627691419,,,,,,,,,
,1.21086199,1.09124424,1.598257856,,,,,,,,,
,1.219672562,1.058064516,1.637663025,,,,,,,,,
,1.217108291,1.058986175,1.636074883,,,,,,,,,
,1.230718653,1.051152074,1.649530776,,,,,,,,,
,1.209283977,1.096313364,1.630453824,,,,,,,,,
,1.219015057,1.084792627,1.636007508,,,,,,,,,
,1.235912946,1.088479263,1.646498869,,,,,,,,,
,1.253073838,1.083870968,1.673824534,,,,,,,,,
,1.251561575,1.105529954,1.677722701,,,,,,,,,
,1.235321191,1.078341014,1.689205448,,,,,,,,,
,1.256032612,1.105990783,1.729265123,,,,,,,,,
,1.258005129,1.141935484,1.745059916,,,,,,,,,
,1.255243606,1.130414747,1.754165263,,,,,,,,,
,1.258794135,1.135483871,1.774801482,,,,,,,,,
,1.251890328,1.148387097,1.773829347,,,,,,,,,
,1.261621408,1.183410138,1.745002166,,,,,,,,,
,1.258728385,1.169124424,1.745704798,,,,,,,,,
,1.258728385,1.140552995,1.734443428,,,,,,,,,
,1.268985469,1.11797235,1.760662207,,,,,,,,,
,1.280952068,1.129032258,1.793743684,,,,,,,,,
,1.276941285,1.136866359,1.74021849,,,,,,,,,
,1.25570386,1.106912442,1.74914096,,,,,,,,,
,1.248668552,1.084792627,1.712517445,,,,,,,,,
,1.251167072,1.070967742,1.710804177,,,,,,,,,
,1.32487343,1.031797235,1.729794504,,,,,,,,,
,1.3636005,1.044700461,1.765561384,,,,,,,,,
,1.367545532,1.066359447,1.754935271,,,,,,,,,
,1.374646591,0.8276497696,1.778478271,,,,,,,,,
,1.361759485,0.8516129032,1.792656047,,,,,,,,,
,1.362679992,0.8373271889,1.815794793,,,,,,,,,
,1.373397331,0.8230414747,1.827344916,,,,,,,,,
,1.364521007,0.798156682,1.815583041,,,,,,,,,
,1.37333158,0.7921658986,1.825111892,,,,,,,,,
,1.379117628,0.832718894,1.847682757,,,,,,,,,
,1.382339404,0.8686635945,1.812041003,,,,,,,,,
,1.402590571,0.8852534562,1.815794793,,,,,,,,,
,1.430600302,0.897235023,1.811655999,,,,,,,,,
,1.416661187,0.9087557604,1.806352567,,,,,,,,,
,1.413899665,0.9082949309,1.812811011,,,,,,,,,
,1.413965415,0.9179723502,1.833485731,,,,,,,,,
,1.416858439,0.9078341014,1.83156071,,,,,,,,,
,1.421263725,0.9133640553,1.833957361,,,,,,,,,
,1.432967322,0.9129032258,1.855411714,,,,,,,,,
,1.444539417,0.9129032258,1.860359016,,,,,,,,,
,1.466105595,0.9184331797,1.923191684,,,,,,,,,
,1.479584457,0.9087557604,1.927311228,,,,,,,,,
,1.496679598,0.9092165899,1.937253958,,,,,,,,,
,1.501479387,0.9129032258,1.963049232,,,,,,,,,
,1.491682556,0.9184331797,1.92003465,,,,,,,,,
,1.466894602,0.9115207373,1.884893402,,,,,,,,,
,1.455059504,0.8649769585,1.878887338,,,,,,,,,
,1.435531593,0.8894009217,1.866316955,,,,,,,,,
,1.471825893,0.8852534562,1.912652197,,,,,,,,,
,1.453547242,0.8930875576,1.915395351,,,,,,,,,
,1.488658031,0.8783410138,1.915270225,,,,,,,,,
,1.471760142,0.8585253456,1.896328023,,,,,,,,,
,1.432572819,0.8253456221,1.836498388,,,,,,,,,
,1.434939838,0.8410138249,1.868280475,,,,,,,,,
,1.435794595,0.8493087558,1.854198951,,,,,,,,,
,1.446709185,0.8493087558,1.871408634,,,,,,,,,
,1.431126307,0.8331797235,1.843216709,,,,,,,,,
,1.451706227,0.8617511521,1.861841282,,,,,,,,,
,1.460911303,0.834562212,1.900524568,,,,,,,,,
,1.449273457,0.8078341014,1.900813321,,,,,,,,,
,1.479058452,0.8,1.937513836,,,,,,,,,
,1.484252745,0.7870967742,1.927907984,,,,,,,,,
,1.494246828,0.7658986175,1.929216998,,,,,,,,,
,1.507528437,0.7585253456,1.897406035,,,,,,,,,
,1.525872838,0.7470046083,1.87955147,,,,,,,,,
,1.499046617,0.7115207373,1.837836277,,,,,,,,,
,1.474718916,0.7359447005,1.81880745,,,,,,,,,
,1.471299888,0.7216589862,1.794523317,,,,,,,,,
,1.491682556,0.7423963134,1.800202127,,,,,,,,,
,1.422578736,0.7870967742,1.689446075,,,,,,,,,
,1.410020383,0.7912442396,1.654901583,,,,,,,,,
,1.460385298,0.7594470046,1.721555417,,,,,,,,,
,1.429153791,0.7105990783,1.694932384,,,,,,,,,
,1.4606483,0.7359447005,1.751730112,,,,,,,,,
,1.454336248,0.7576036866,1.763058858,,,,,,,,,
,1.420343218,0.7433179724,1.704336109,,,,,,,,,
,1.441975146,0.7755760369,1.697896915,,,,,,,,,
,1.450785719,0.7244239631,1.722219549,,,,,,,,,
,1.464461832,0.6815668203,1.702391838,,,,,,,,,
,1.414228417,0.7124423963,1.601809519,,,,,,,,,
,1.445196923,0.7119815668,1.715356851,,,,,,,,,
,1.422184233,0.7479262673,1.581221425,,,,,,,,,
,1.395489513,0.7382488479,1.481187738,,,,,,,,,
,1.40245907,0.7405529954,1.473044901,,,,,,,,,
,1.439016372,0.7589861751,1.538100967,,,,,,,,,
,1.461108554,0.7110599078,1.603089658,,,,,,,,,
,1.364192255,0.6843317972,1.603089658,,,,,,,,,
,1.325465185,0.6940092166,1.566774147,,,,,,,,,
,1.339798803,0.7069124424,1.581221425,,,,,,,,,
,1.380432639,0.7188940092,1.689677078,,,,,,,,,
,1.370833059,0.6986175115,1.689118822,,,,,,,,,
,1.344401341,0.6935483871,1.648231387,,,,,,,,,
,1.276678283,0.7013824885,1.575484865,,,,,,,,,
,1.263922677,0.6760368664,1.570017806,,,,,,,,,
,1.228220133,0.6640552995,1.539063478,,,,,,,,,
,1.258531133,0.6626728111,1.558727561,,,,,,,,,
,1.272470248,0.6788018433,1.53367342,,,,,,,,,
,1.222039582,0.7078341014,1.455594591,,,,,,,,,
,1.1636531,0.7124423963,1.439395544,,,,,,,,,
,1.162338089,0.7502304147,1.459868136,,,,,,,,,
,1.132816096,0.7889400922,1.445748111,,,,,,,,,
,1.148135972,0.7815668203,1.522046297,,,,,,,,,
,1.145637452,0.7903225806,1.522132923,,,,,,,,,
,1.189690315,0.7741935484,1.614851533,,,,,,,,,
,1.18055099,0.8101382488,1.61082824,,,,,,,,,
,1.174173187,0.8046082949,1.62680591,,,,,,,,,
,1.215201525,0.7829493088,1.705914625,,,,,,,,,
,1.161746334,0.7741935484,1.605852062,,,,,,,,,
,1.148793478,0.7866359447,1.635487752,,,,,,,,,
,1.10783089,0.7732718894,1.568054286,,,,,,,,,
,1.1151292,0.7331797235,1.579508157,,,,,,,,,
,1.108751397,0.7087557604,1.581635305,,,,,,,,,
,1.111841673,0.6976958525,1.601174262,,,,,,,,,
,1.124005523,0.6695852535,1.59620771,,,,,,,,,
,1.088039976,0.6548387097,1.532229655,,,,,,,,,
,1.077914393,0.6493087558,1.463891429,,,,,,,,,
,1.091919258,0.6414746544,1.493315366,,,,,,,,,
,1.057860477,0.6880184332,1.43902979,,,,,,,,,
,1.031165757,0.7,1.406063814,,,,,,,,,
,0.9910579262,0.666359447,1.325809712,,,,,,,,,
,0.9654152147,0.66359447,1.293575244,,,,,,,,,
,1.033401276,0.6714285714,1.415756292,,,,,,,,,
,1.02669472,0.6751152074,1.406843448,,,,,,,,,
,1.027220725,0.7004608295,1.422609365,,,,,,,,,
,1.037149056,0.7281105991,1.445661485,,,,,,,,,
,1.038332566,0.7170506912,1.481428365,,,,,,,,,
,0.934906963,0.7271889401,1.444034843,,,,,,,,,
,0.9748175422,0.7539170507,1.516328986,,,,,,,,,
,0.9726477743,0.7815668203,1.568420039,,,,,,,,,
,0.9911894273,0.7889400922,1.594475191,,,,,,,,,
,1.008021566,0.7926267281,1.59720872,,,,,,,,,
,1.011243343,0.8004608295,1.594128688,,,,,,,,,
,1.001315011,0.8299539171,1.579055777,,,,,,,,,
,0.9862581366,0.8516129032,1.556581164,,,,,,,,,
,1.006443553,0.7447004608,1.611781125,,,,,,,,,
,1.018738905,0.730875576,1.620655469,,,,,,,,,
,1.024787955,0.7433179724,1.629741566,,,,,,,,,
,1.031100007,0.7700460829,1.632609846,,,,,,,,,
,1.007955816,0.7806451613,1.570980317,,,,,,,,,
,1.012032349,0.8110599078,1.578536022,,,,,,,,,
,1.004010783,0.7917050691,1.592887049,,,,,,,,,
,1.037280558,0.8244239631,1.607940709,,,,,,,,,
,1.027680978,0.8050691244,1.576485875,,,,,,,,,
,1.01702939,0.8396313364,1.5341258,,,,,,,,,
,1.086527714,0.8608294931,1.607805958,,,,,,,,,
,1.094352028,0.8437788018,1.654295202,,,,,,,,,
,1.094878033,0.8170506912,1.565263006,,,,,,,,,
,1.125978039,0.8359447005,1.572077578,,,,,,,,,
,1.145242948,0.8350230415,1.596621589,,,,,,,,,
,1.145637452,0.8377880184,1.578767024,,,,,,,,,
,1.123939773,0.8368663594,1.553847635,,,,,,,,,
,1.120454994,0.8447004608,1.528677992,,,,,,,,,
,1.114011441,0.9211981567,1.531353771,,,,,,,,,
,1.12361102,0.8801843318,1.576601376,,,,,,,,,
,1.118942731,0.8594470046,1.578516772,,,,,,,,,
,1.123019265,0.8783410138,1.561817219,,,,,,,,,
,1.120520744,0.9082949309,1.547668319,,,,,,,,,
,1.123874022,0.8995391705,1.566562395,,,,,,,,,
,1.131106582,0.8806451613,1.561287839,,,,,,,,,
,1.124728779,0.9036866359,1.558727561,,,,,,,,,
,1.137287133,0.9202764977,1.570393185,,,,,,,,,
,1.145571701,0.9216589862,1.5717792,,,,,,,,,
,1.146229206,0.9414746544,1.575051735,,,,,,,,,
,1.149779736,0.9410138249,1.579565908,,,,,,,,,
,1.138470642,0.8958525346,1.578353145,,,,,,,,,
,1.150437241,0.8829493088,1.609057221,,,,,,,,,
,1.156223289,0.8788018433,1.632580971,,,,,,,,,
,1.154119271,0.8815668203,1.628981183,,,,,,,,,
,1.147478467,0.8797235023,1.606381443,,,,,,,,,
,1.134196857,0.8797235023,1.564993503,,,,,,,,,
,1.136892629,0.8525345622,1.560036575,,,,,,,,,
,1.176277204,0.8516129032,1.607988835,,,,,,,,,
,1.189493063,0.8502304147,1.61037586,,,,,,,,,
,1.194753107,0.8778801843,1.627421916,,,,,,,,,
,1.208034716,0.8769585253,1.623003994,,,,,,,,,
,1.223749096,0.899078341,1.648164012,,,,,,,,,
,1.236241699,0.8949308756,1.676837191,,,,,,,,,
,1.226444868,0.900921659,1.695798643,,,,,,,,,
,1.237162207,0.9253456221,1.729890755,,,,,,,,,
,1.282727333,0.9511520737,1.751056355,,,,,,,,,
,1.256164113,0.935483871,1.698609173,,,,,,,,,
,1.240975738,0.9341013825,1.707743395,,,,,,,,,
,1.228154382,0.9976958525,1.716887242,,,,,,,,,
,1.239200473,1.025806452,1.699504307,,,,,,,,,
,1.240844237,1.043317972,1.706934886,,,,,,,,,
,1.248931554,1.050691244,1.713990086,,,,,,,,,
,1.257413374,1.080645161,1.746176428,,,,,,,,,
,1.275692024,1.053456221,1.745974301,,,,,,,,,
,1.284436847,1.011981567,1.75244237,,,,,,,,,
,1.286672365,1.034562212,1.750671351,,,,,,,,,
,1.295285686,1.039631336,1.768400789,,,,,,,,,
,1.315668354,1.048387097,1.780509168,,,,,,,,,
,1.311723322,1.024884793,1.767014775,,,,,,,,,
,1.319087382,1.023502304,1.778074017,,,,,,,,,
,1.308107042,1.004147465,1.774936234,,,,,,,,,
,1.307581038,1.020737327,1.773964098,,,,,,,,,
,1.309948057,0.9898617512,1.775706242,,,,,,,,,
,1.310079558,1.005529954,1.793195053,,,,,,,,,
,1.335590769,0.9741935484,1.794908321,,,,,,,,,
,1.340390558,0.9870967742,1.791895664,,,,,,,,,
,1.344795845,1.004608295,1.816555176,,,,,,,,,
,1.364192255,1.007373272,1.851648299,,,,,,,,,
,1.362088237,0.9529953917,1.830453824,,,,,,,,,
,1.349727135,0.9161290323,1.830935079,,,,,,,,,
,1.343283582,0.9032258065,1.877501323,,,,,,,,,
,1.345321849,0.935483871,1.865758699,,,,,,,,,
,1.319416135,0.9423963134,1.854295202,,,,,,,,,
,1.384180419,0.9543778802,1.839857548,,,,,,,,,
,1.375172595,0.9235023041,1.829558689,,,,,,,,,
,1.392267736,0.7815668203,1.888887819,,,,,,,,,
,1.370767309,0.7847926267,1.877424323,,,,,,,,,
,1.333815504,0.7709677419,1.848982145,,,,,,,,,
,1.334078506,0.7995391705,1.845873237,,,,,,,,,
,1.319744888,0.797235023,1.828644304,,,,,,,,,
,1.296469196,0.7797235023,1.819125078,,,,,,,,,
,1.221119074,0.8004608295,1.75434814,,,,,,,,,
,1.240449734,0.7824884793,1.771134318,,,,,,,,,
,1.255309356,0.8064516129,1.801001011,,,,,,,,,
,1.249786311,0.800921659,1.836055633,,,,,,,,,
,1.242685252,0.7806451613,1.798931614,,,,,,,,,
,1.203826682,0.7953917051,1.789277636,,,,,,,,,
,1.226905122,0.8050691244,1.787881996,,,,,,,,,
,1.201788415,0.7709677419,1.789961018,,,,,,,,,
,1.181274246,0.7552995392,1.747418066,,,,,,,,,
,1.176737458,0.7262672811,1.754925646,,,,,,,,,
,1.171871918,0.7147465438,1.767582656,,,,,,,,,
,1.166283122,0.7506912442,1.750988979,,,,,,,,,
,1.172332172,0.7377880184,1.748226575,,,,,,,,,
,1.151094747,0.7410138249,1.708523028,,,,,,,,,
,1.139456901,0.7764976959,1.629231436,,,,,,,,,
,1.181142744,0.834562212,1.664719188,,,,,,,,,
,1.200210402,0.8198156682,1.673324029,,,,,,,,,
,1.217831547,0.8142857143,1.688589441,,,,,,,,,
,1.250246565,0.8313364055,1.736397324,,,,,,,,,
,1.266223946,0.8248847926,1.790875403,,,,,,,,,
,1.280886317,0.8396313364,1.793830309,,,,,,,,,
,1.276809784,0.8525345622,1.785764474,,,,,,,,,
,1.276546782,0.8479262673,1.800182877,,,,,,,,,
,1.267275955,0.8603686636,1.799576496,,,,,,,,,
,1.274837267,0.8534562212,1.815323163,,,,,,,,,
,1.304819515,0.8534562212,1.83008807,,,,,,,,,
